2000

0	1
0.02	1
0.04	0.999604
0.06	0.998817
0.08	0.997643
0.1	0.996085
0.12	0.994148
0.14	0.991836
0.16	0.989154
0.18	0.986107
0.2	0.982699
0.22	0.978935
0.24	0.974821
0.26	0.97036
0.28	0.965558
0.3	0.960421
0.32	0.954954
0.34	0.949162
0.36	0.94305
0.38	0.936625
0.4	0.929891
0.42	0.922855
0.44	0.915523
0.46	0.9079
0.48	0.899991
0.5	0.891805
0.52	0.883345
0.54	0.874618
0.56	0.865631
0.58	0.856389
0.6	0.8469
0.62	0.837168
0.64	0.827201
0.66	0.817005
0.68	0.806586
0.7	0.79595
0.72	0.785105
0.74	0.774057
0.76	0.762812
0.78	0.751377
0.8	0.739758
0.82	0.727962
0.84	0.715995
0.86	0.703865
0.88	0.691577
0.9	0.679138
0.92	0.666556
0.94	0.653836
0.96	0.640985
0.98	0.628009
1	0.614916
1.02	0.601712
1.04	0.588403
1.06	0.574996
1.08	0.561497
1.1	0.547914
1.12	0.534251
1.14	0.520517
1.16	0.506717
1.18	0.492857
1.2	0.478945
1.22	0.464986
1.24	0.450986
1.26	0.436952
1.28	0.42289
1.3	0.408806
1.32	0.394706
1.34	0.380596
1.36	0.366482
1.38	0.35237
1.4	0.338266
1.42	0.324176
1.44	0.310105
1.46	0.29606
1.48	0.282045
1.5	0.268067
1.52	0.25413
1.54	0.24024
1.56	0.226403
1.58	0.212624
1.6	0.198908
1.62	0.18526
1.64	0.171685
1.66	0.158189
1.68	0.144775
1.7	0.131449
1.72	0.118216
1.74	0.10508
1.76	0.0920456
1.78	0.0791174
1.8	0.0662997
1.82	0.0535969
1.84	0.0410132
1.86	0.0285526
1.88	0.0162191
1.9	0.00401674
1.92	-0.00805072
1.94	-0.0199795
1.96	-0.0317661
1.98	-0.0434068
2	-0.0548982
2.02	-0.066237
2.04	-0.07742
2.06	-0.0884439
2.08	-0.0993057
2.1	-0.110002
2.12	-0.120531
2.14	-0.13089
2.16	-0.141074
2.18	-0.151083
2.2	-0.160914
2.22	-0.170564
2.24	-0.180031
2.26	-0.189313
2.28	-0.198407
2.3	-0.207313
2.32	-0.216027
2.34	-0.224549
2.36	-0.232876
2.38	-0.241007
2.4	-0.248941
2.42	-0.256676
2.44	-0.264211
2.46	-0.271545
2.48	-0.278676
2.5	-0.285604
2.52	-0.292328
2.54	-0.298848
2.56	-0.305161
2.58	-0.311268
2.6	-0.317169
2.62	-0.322863
2.64	-0.328349
2.66	-0.333628
2.68	-0.338699
2.7	-0.343563
2.72	-0.348219
2.74	-0.352668
2.76	-0.356909
2.78	-0.360944
2.8	-0.364773
2.82	-0.368395
2.84	-0.371812
2.86	-0.375025
2.88	-0.378034
2.9	-0.38084
2.92	-0.383444
2.94	-0.385847
2.96	-0.38805
2.98	-0.390054
3	-0.391861
3.02	-0.393472
3.04	-0.394888
3.06	-0.39611
3.08	-0.397141
3.1	-0.397982
3.12	-0.398634
3.14	-0.3991
3.16	-0.399381
3.18	-0.399478
3.2	-0.399395
3.22	-0.399132
3.24	-0.398693
3.26	-0.398079
3.28	-0.397291
3.3	-0.396334
3.32	-0.395208
3.34	-0.393917
3.36	-0.392462
3.38	-0.390846
3.4	-0.389071
3.42	-0.387141
3.44	-0.385057
3.46	-0.382823
3.48	-0.38044
3.5	-0.377912
3.52	-0.375242
3.54	-0.372431
3.56	-0.369484
3.58	-0.366403
3.6	-0.363191
3.62	-0.35985
3.64	-0.356384
3.66	-0.352796
3.68	-0.349088
3.7	-0.345264
3.72	-0.341327
3.74	-0.33728
